text,subject,label
"streaming war winners: NFLX clear number one, META getting into it is interesting, AMZN prime video is meh",NFLX,bullish
"streaming war winners: NFLX clear number one, META getting into it is interesting, AMZN prime video is meh",META,neutral
"streaming war winners: NFLX clear number one, META getting into it is interesting, AMZN prime video is meh",AMZN,bearish
"my consumer staples: long KO PEP for stability, avoiding MCD because of the value menu drama",KO,bullish
"my consumer staples: long KO PEP for stability, avoiding MCD because of the value menu drama",PEP,bullish
"my consumer staples: long KO PEP for stability, avoiding MCD because of the value menu drama",MCD,bearish
"restaurant stocks ranked: CMG BKNG are great, MCD is mediocre, everything else is garbage",CMG,bullish
"restaurant stocks ranked: CMG BKNG are great, MCD is mediocre, everything else is garbage",BKNG,bullish
"restaurant stocks ranked: CMG BKNG are great, MCD is mediocre, everything else is garbage",MCD,neutral
XOM buyback program is massive while CVX permian basin capex is getting out of control,XOM,bullish
XOM buyback program is massive while CVX permian basin capex is getting out of control,CVX,bearish
CVX hess acquisition is transformative while XOM is just returning cash with no growth vision,CVX,bullish
CVX hess acquisition is transformative while XOM is just returning cash with no growth vision,XOM,neutral
GE aerospace is absolutely crushing it while HON industrial segments are mixed at best,GE,bullish
GE aerospace is absolutely crushing it while HON industrial segments are mixed at best,HON,neutral
CAT infrastructure spend is a massive tailwind but DE agriculture cycle is turning down,CAT,bullish
CAT infrastructure spend is a massive tailwind but DE agriculture cycle is turning down,DE,bearish
RTX defense backlog is insane post ukraine while GE commercial aviation is the better play imo,RTX,bullish
RTX defense backlog is insane post ukraine while GE commercial aviation is the better play imo,GE,bullish
HON spinning off businesses left and right while GE already did it and the results speak for themselves,HON,bearish
HON spinning off businesses left and right while GE already did it and the results speak for themselves,GE,bullish
"industrial picks: GE aerospace is best in class, CAT benefits from infra bill, HON is a mess",GE,bullish
"industrial picks: GE aerospace is best in class, CAT benefits from infra bill, HON is a mess",CAT,bullish
"industrial picks: GE aerospace is best in class, CAT benefits from infra bill, HON is a mess",HON,bearish
defense stocks RTX GE both benefit from higher budgets but RTX pure play defense is cleaner,RTX,bullish
defense stocks RTX GE both benefit from higher budgets but RTX pure play defense is cleaner,GE,neutral
"energy trade: XOM for income CVX for growth, both better than any renewables stock rn",XOM,bullish
"energy trade: XOM for income CVX for growth, both better than any renewables stock rn",CVX,bullish
GME is a dying retailer with no future while AMZN is eating their lunch and dinner,GME,bearish
GME is a dying retailer with no future while AMZN is eating their lunch and dinner,AMZN,bullish
"imagine buying GME when you could own NVDA, actual revenue vs pure hopium",GME,bearish
"imagine buying GME when you could own NVDA, actual revenue vs pure hopium",NVDA,bullish
AMC dilution is criminal while NFLX is the actual entertainment winner here,AMC,bearish
AMC dilution is criminal while NFLX is the actual entertainment winner here,NFLX,bullish
GME and AMC are both trash but at least GME has some cash on the balance sheet now,GME,neutral
GME and AMC are both trash but at least GME has some cash on the balance sheet now,AMC,bearish
"the apes on GME AMC are delusional, should be buying AAPL MSFT instead of burning money",GME,bearish
"the apes on GME AMC are delusional, should be buying AAPL MSFT instead of burning money",AMC,bearish
"the apes on GME AMC are delusional, should be buying AAPL MSFT instead of burning money",AAPL,bullish
"the apes on GME AMC are delusional, should be buying AAPL MSFT instead of burning money",MSFT,bullish
"GME short squeeze days are over, move to actually good stocks like NVDA and META",GME,bearish
"GME short squeeze days are over, move to actually good stocks like NVDA and META",NVDA,bullish
"GME short squeeze days are over, move to actually good stocks like NVDA and META",META,bullish
"people comparing PLTR to MSFT is insane, MSFT has decades of enterprise relationships PLTR has government contracts",PLTR,bearish
"people comparing PLTR to MSFT is insane, MSFT has decades of enterprise relationships PLTR has government contracts",MSFT,bullish
NVDA hardware is amazing but META open sourcing llama makes the software moat questionable for NVDA,NVDA,bearish
NVDA hardware is amazing but META open sourcing llama makes the software moat questionable for NVDA,META,bullish
AAPL services revenue is a beast but AMZN prime is the real subscription king here,AAPL,neutral
AAPL services revenue is a beast but AMZN prime is the real subscription king here,AMZN,bullish
COIN crypto exchange is booming but JPM blockchain projects are actually more interesting long term,COIN,bullish
COIN crypto exchange is booming but JPM blockchain projects are actually more interesting long term,JPM,neutral
NFLX content spend is worth it but META metaverse spend is literally lighting money on fire,NFLX,bullish
NFLX content spend is worth it but META metaverse spend is literally lighting money on fire,META,bearish
XOM energy returns are funding buybacks while TSLA ev margins are collapsing lol,XOM,bullish
XOM energy returns are funding buybacks while TSLA ev margins are collapsing lol,TSLA,bearish
UNH and LLY are the safe healthcare plays but PLTR health AI contracts could be disruptive,UNH,bullish
UNH and LLY are the safe healthcare plays but PLTR health AI contracts could be disruptive,LLY,bullish
UNH and LLY are the safe healthcare plays but PLTR health AI contracts could be disruptive,PLTR,neutral
tech giants MSFT AMZN GOOG are all spending on AI but its NVDA who actually makes money from it,NVDA,bullish
tech giants MSFT AMZN GOOG are all spending on AI but its NVDA who actually makes money from it,MSFT,neutral
tech giants MSFT AMZN GOOG are all spending on AI but its NVDA who actually makes money from it,AMZN,neutral
tech giants MSFT AMZN GOOG are all spending on AI but its NVDA who actually makes money from it,GOOG,neutral
"BRK sitting on 200B cash means buffett thinks everything is overvalued, especially TSLA and NVDA",BRK,neutral
"BRK sitting on 200B cash means buffett thinks everything is overvalued, especially TSLA and NVDA",TSLA,bearish
"BRK sitting on 200B cash means buffett thinks everything is overvalued, especially TSLA and NVDA",NVDA,bearish
COST WMT are both recession proof but COST membership model gives it the edge over WMT every time,COST,bullish
COST WMT are both recession proof but COST membership model gives it the edge over WMT every time,WMT,neutral
JPM is basically a tech company at this point with their AI spend while BAC is still using mainframes,JPM,bullish
JPM is basically a tech company at this point with their AI spend while BAC is still using mainframes,BAC,bearish
CAT earnings prove infrastructure is booming which is bullish NVDA too since datacenters need to be built,CAT,bullish
CAT earnings prove infrastructure is booming which is bullish NVDA too since datacenters need to be built,NVDA,bullish
META AI assistant is better than GOOG bard and AAPL siri combined dont at me,META,bullish
META AI assistant is better than GOOG bard and AAPL siri combined dont at me,GOOG,bearish
META AI assistant is better than GOOG bard and AAPL siri combined dont at me,AAPL,bearish
CRM and MSFT are competing for the same enterprise AI dollar but MSFT has the distribution advantage,CRM,neutral
CRM and MSFT are competing for the same enterprise AI dollar but MSFT has the distribution advantage,MSFT,bullish
AVGO custom AI chips threaten NVDA dominance while AMD cant even get on hyperscaler roadmaps,AVGO,bullish
AVGO custom AI chips threaten NVDA dominance while AMD cant even get on hyperscaler roadmaps,NVDA,bearish
AVGO custom AI chips threaten NVDA dominance while AMD cant even get on hyperscaler roadmaps,AMD,bearish
"META smashed it on revenue and efficiency, GOOG missed on cloud growth which is concerning",META,bullish
"META smashed it on revenue and efficiency, GOOG missed on cloud growth which is concerning",GOOG,bearish
NVDA guidance was insane but INTC warning about fab costs spooked the whole semi sector,NVDA,bullish
NVDA guidance was insane but INTC warning about fab costs spooked the whole semi sector,INTC,bearish
AMZN AWS reacceleration is bullish but GOOG cloud deceleration is worrying for the sector,AMZN,bullish
AMZN AWS reacceleration is bullish but GOOG cloud deceleration is worrying for the sector,GOOG,bearish
CRM beat and raised guidance while ADBE reported inline and stock dumped hard,CRM,bullish
CRM beat and raised guidance while ADBE reported inline and stock dumped hard,ADBE,bearish
LLY mounjaro sales blew out estimates while PFE slashed guidance again,LLY,bullish
LLY mounjaro sales blew out estimates while PFE slashed guidance again,PFE,bearish
TSLA deliveries missed badly while NVDA datacenter revenue doubled yoy,TSLA,bearish
TSLA deliveries missed badly while NVDA datacenter revenue doubled yoy,NVDA,bullish
COST comp sales beat expectations while WMT guided conservatively for next quarter,COST,bullish
COST comp sales beat expectations while WMT guided conservatively for next quarter,WMT,neutral
GE aerospace margins expanded again while RTX had a charge that killed the quarter,GE,bullish
GE aerospace margins expanded again while RTX had a charge that killed the quarter,RTX,bearish
"MSFT cloud growth reaccelerated to 33% while GOOG cloud is stuck at 26%, the gap is widening",MSFT,bullish
"MSFT cloud growth reaccelerated to 33% while GOOG cloud is stuck at 26%, the gap is widening",GOOG,bearish
PANW ARR growth crushed it while CSCO security revenue was basically flat yoy,PANW,bullish
PANW ARR growth crushed it while CSCO security revenue was basically flat yoy,CSCO,bearish
"earnings week recap: NVDA beat massively, AMD was ok, INTC was a disaster as expected",NVDA,bullish
"earnings week recap: NVDA beat massively, AMD was ok, INTC was a disaster as expected",AMD,neutral
"earnings week recap: NVDA beat massively, AMD was ok, INTC was a disaster as expected",INTC,bearish
"mega cap earnings: MSFT and META crushed it, AAPL was fine but no growth, GOOG disappointed",MSFT,bullish
"mega cap earnings: MSFT and META crushed it, AAPL was fine but no growth, GOOG disappointed",META,bullish
"mega cap earnings: MSFT and META crushed it, AAPL was fine but no growth, GOOG disappointed",AAPL,neutral
"mega cap earnings: MSFT and META crushed it, AAPL was fine but no growth, GOOG disappointed",GOOG,bearish
"bank earnings summary: JPM blowout quarter, GS decent, BAC and WFC lagging behind",JPM,bullish
"bank earnings summary: JPM blowout quarter, GS decent, BAC and WFC lagging behind",GS,neutral
"bank earnings summary: JPM blowout quarter, GS decent, BAC and WFC lagging behind",BAC,bearish
"bank earnings summary: JPM blowout quarter, GS decent, BAC and WFC lagging behind",WFC,bearish
"pharma earnings: LLY obliterated estimates, MRK was solid, PFE was terrible again",LLY,bullish
"pharma earnings: LLY obliterated estimates, MRK was solid, PFE was terrible again",MRK,bullish
"pharma earnings: LLY obliterated estimates, MRK was solid, PFE was terrible again",PFE,bearish
"software earnings roundup: CRM PLTR both beat nicely, ADBE guided down and got destroyed",CRM,bullish
"software earnings roundup: CRM PLTR both beat nicely, ADBE guided down and got destroyed",PLTR,bullish
"software earnings roundup: CRM PLTR both beat nicely, ADBE guided down and got destroyed",ADBE,bearish
"cloud earnings: AMZN AWS and MSFT azure both accelerated, GOOG cloud slowed down significantly",AMZN,bullish
"cloud earnings: AMZN AWS and MSFT azure both accelerated, GOOG cloud slowed down significantly",MSFT,bullish
"cloud earnings: AMZN AWS and MSFT azure both accelerated, GOOG cloud slowed down significantly",GOOG,bearish
"long NVDA short INTC is the easiest money in semis, been saying this for 2 years",NVDA,bullish
"long NVDA short INTC is the easiest money in semis, been saying this for 2 years",INTC,bearish
"pairs trade: long MSFT short GOOG, AI monetization gap will keep widening",MSFT,bullish
"pairs trade: long MSFT short GOOG, AI monetization gap will keep widening",GOOG,bearish
"my 2025 barbell: NVDA for growth JPM for value, balanced portfolio kings",NVDA,bullish
"my 2025 barbell: NVDA for growth JPM for value, balanced portfolio kings",JPM,bullish
"going long AMZN and short WMT, e-commerce secular trend isnt slowing down",AMZN,bullish
"going long AMZN and short WMT, e-commerce secular trend isnt slowing down",WMT,bearish
"buying PANW selling CSCO, cybersecurity spend is moving to cloud native platforms",PANW,bullish
"buying PANW selling CSCO, cybersecurity spend is moving to cloud native platforms",CSCO,bearish
"opened a position in META and closed GOOG, reels monetization is the story of the year",META,bullish
"opened a position in META and closed GOOG, reels monetization is the story of the year",GOOG,bearish
"long LLY short PFE is pharma alpha 101, GLP1 tailwind vs covid hangover headwind",LLY,bullish
"long LLY short PFE is pharma alpha 101, GLP1 tailwind vs covid hangover headwind",PFE,bearish
"selling my TSLA to buy more NVDA, rather own the company thats actually delivering on AI",TSLA,bearish
"selling my TSLA to buy more NVDA, rather own the company thats actually delivering on AI",NVDA,bullish
"trimming AAPL adding AMZN, services growth is decelerating while AWS is reaccelerating",AAPL,bearish
"trimming AAPL adding AMZN, services growth is decelerating while AWS is reaccelerating",AMZN,bullish
"swapping INTC bags for AMD, at least AMD management actually executes on their promises",INTC,bearish
"swapping INTC bags for AMD, at least AMD management actually executes on their promises",AMD,bullish
"long CRM short IBM, one is innovating the other is dying slowly and consulting revenue is garbage",CRM,bullish
"long CRM short IBM, one is innovating the other is dying slowly and consulting revenue is garbage",IBM,bearish
"building a position in COST and trimming MCD, consumer is trading down but costco actually benefits from that",COST,bullish
"building a position in COST and trimming MCD, consumer is trading down but costco actually benefits from that",MCD,bearish
"my conviction picks for H2: long NVDA MSFT META, avoid TSLA INTC GME",NVDA,bullish
"my conviction picks for H2: long NVDA MSFT META, avoid TSLA INTC GME",MSFT,bullish
"my conviction picks for H2: long NVDA MSFT META, avoid TSLA INTC GME",META,bullish
"my conviction picks for H2: long NVDA MSFT META, avoid TSLA INTC GME",TSLA,bearish
"my conviction picks for H2: long NVDA MSFT META, avoid TSLA INTC GME",INTC,bearish
"sector rotation: selling AAPL GOOG buying AMZN META, growth over value rn",AAPL,bearish
"sector rotation: selling AAPL GOOG buying AMZN META, growth over value rn",GOOG,bearish
"sector rotation: selling AAPL GOOG buying AMZN META, growth over value rn",AMZN,bullish
"sector rotation: selling AAPL GOOG buying AMZN META, growth over value rn",META,bullish
"tech allocation: 40% NVDA 30% MSFT 30% AMZN, zero exposure to AAPL TSLA GOOG",NVDA,bullish
"tech allocation: 40% NVDA 30% MSFT 30% AMZN, zero exposure to AAPL TSLA GOOG",MSFT,bullish
"tech allocation: 40% NVDA 30% MSFT 30% AMZN, zero exposure to AAPL TSLA GOOG",AMZN,bullish
"healthcare portfolio: LLY core holding, UNH for stability, dumped PFE JNJ last month",LLY,bullish
"healthcare portfolio: LLY core holding, UNH for stability, dumped PFE JNJ last month",UNH,bullish
"healthcare portfolio: LLY core holding, UNH for stability, dumped PFE JNJ last month",PFE,bearish
"healthcare portfolio: LLY core holding, UNH for stability, dumped PFE JNJ last month",JNJ,bearish
copium level 100 for TSLA bears meanwhile AAPL gang just vibing with consistent returns,TSLA,bullish
copium level 100 for TSLA bears meanwhile AAPL gang just vibing with consistent returns,AAPL,neutral
"INTC bagholders support group meets every thursday, meanwhile NVDA gang is picking out lambos",INTC,bearish
"INTC bagholders support group meets every thursday, meanwhile NVDA gang is picking out lambos",NVDA,bullish
my GOOG bags are heavy but at least im not holding INTC like some of you degenerates,GOOG,bearish
my GOOG bags are heavy but at least im not holding INTC like some of you degenerates,INTC,bearish
"imagine being bearish on NVDA while being bullish on INTC, actual clown behavior",NVDA,bullish
"imagine being bearish on NVDA while being bullish on INTC, actual clown behavior",INTC,bearish
"PFE holders on this sub are like a cult at this point, just admit its a bad stock and buy LLY",PFE,bearish
"PFE holders on this sub are like a cult at this point, just admit its a bad stock and buy LLY",LLY,bullish
tell me you hate money without telling me: short NVDA long INTC,NVDA,bullish
tell me you hate money without telling me: short NVDA long INTC,INTC,bearish
this sub shilled AMC at 50 and told me MSFT was boring at 300 lol look who was right,AMC,bearish
this sub shilled AMC at 50 and told me MSFT was boring at 300 lol look who was right,MSFT,bullish
every time someone says TSLA is undervalued a NVDA shareholder buys another yacht,TSLA,bearish
every time someone says TSLA is undervalued a NVDA shareholder buys another yacht,NVDA,bullish
the INTC turnaround copium on this sub is hilarious when AMD exists,INTC,bearish
the INTC turnaround copium on this sub is hilarious when AMD exists,AMD,bullish
bro really said GOOG is dead because of AI when MSFT literally uses GPT lmao,GOOG,neutral
bro really said GOOG is dead because of AI when MSFT literally uses GPT lmao,MSFT,bullish
"WSB simultaneously bullish on GME and bearish on AAPL, you cant make this up",GME,bearish
"WSB simultaneously bullish on GME and bearish on AAPL, you cant make this up",AAPL,bullish
sold NVDA at 200 to buy INTC at 40 AMA about worst trades of my life,NVDA,bullish
sold NVDA at 200 to buy INTC at 40 AMA about worst trades of my life,INTC,bearish
clown market: PLTR at 30x revenue is fine but GOOG at 20x earnings is overvalued apparently,PLTR,bearish
clown market: PLTR at 30x revenue is fine but GOOG at 20x earnings is overvalued apparently,GOOG,bullish
TSLA cultists calling AAPL a dinosaur while their stock is down 50% from ATH is peak comedy,TSLA,bearish
TSLA cultists calling AAPL a dinosaur while their stock is down 50% from ATH is peak comedy,AAPL,bullish
"the absolute state of this sub: bearish NVDA MSFT META bullish GME AMC INTC, inverse everything",NVDA,bullish
"the absolute state of this sub: bearish NVDA MSFT META bullish GME AMC INTC, inverse everything",MSFT,bullish
"the absolute state of this sub: bearish NVDA MSFT META bullish GME AMC INTC, inverse everything",META,bullish
"the absolute state of this sub: bearish NVDA MSFT META bullish GME AMC INTC, inverse everything",GME,bearish
"the absolute state of this sub: bearish NVDA MSFT META bullish GME AMC INTC, inverse everything",AMC,bearish
"the absolute state of this sub: bearish NVDA MSFT META bullish GME AMC INTC, inverse everything",INTC,bearish
"r/investing starter pack: long INTC PFE BAC because value, short NVDA META because expensive smh",INTC,bearish
"r/investing starter pack: long INTC PFE BAC because value, short NVDA META because expensive smh",PFE,bearish
"r/investing starter pack: long INTC PFE BAC because value, short NVDA META because expensive smh",BAC,bearish
"r/investing starter pack: long INTC PFE BAC because value, short NVDA META because expensive smh",NVDA,bullish
"r/investing starter pack: long INTC PFE BAC because value, short NVDA META because expensive smh",META,bullish
people still arguing about TSLA vs AAPL when NVDA has outperformed both combined this year,NVDA,bullish
people still arguing about TSLA vs AAPL when NVDA has outperformed both combined this year,TSLA,neutral
people still arguing about TSLA vs AAPL when NVDA has outperformed both combined this year,AAPL,neutral
"rotating from defensives into growth, selling KO PEP buying NVDA META",KO,bearish
"rotating from defensives into growth, selling KO PEP buying NVDA META",PEP,bearish
"rotating from defensives into growth, selling KO PEP buying NVDA META",NVDA,bullish
"rotating from defensives into growth, selling KO PEP buying NVDA META",META,bullish
if rates stay high JPM benefits from NII while TSLA gets crushed on auto loan affordability,JPM,bullish
if rates stay high JPM benefits from NII while TSLA gets crushed on auto loan affordability,TSLA,bearish
rate cuts would be huge for TSLA and AMZN but bad for BRK insurance float returns,TSLA,bullish
rate cuts would be huge for TSLA and AMZN but bad for BRK insurance float returns,AMZN,bullish
rate cuts would be huge for TSLA and AMZN but bad for BRK insurance float returns,BRK,bearish
"inflation trade: long XOM CVX short TSLA AMZN, energy benefits consumer discretionary gets hit",XOM,bullish
"inflation trade: long XOM CVX short TSLA AMZN, energy benefits consumer discretionary gets hit",CVX,bullish
"inflation trade: long XOM CVX short TSLA AMZN, energy benefits consumer discretionary gets hit",TSLA,bearish
"inflation trade: long XOM CVX short TSLA AMZN, energy benefits consumer discretionary gets hit",AMZN,bearish
"recession portfolio: COST WMT UNH for defense, zero tech exposure especially TSLA NVDA",COST,bullish
"recession portfolio: COST WMT UNH for defense, zero tech exposure especially TSLA NVDA",WMT,bullish
"recession portfolio: COST WMT UNH for defense, zero tech exposure especially TSLA NVDA",UNH,bullish
"soft landing means NVDA keeps running, hard landing means JPM and BRK outperform",NVDA,bullish
"soft landing means NVDA keeps running, hard landing means JPM and BRK outperform",JPM,neutral
"soft landing means NVDA keeps running, hard landing means JPM and BRK outperform",BRK,neutral
AI spending cycle is early innings for NVDA and AVGO but late innings for CSCO legacy networking,NVDA,bullish
AI spending cycle is early innings for NVDA and AVGO but late innings for CSCO legacy networking,AVGO,bullish
AI spending cycle is early innings for NVDA and AVGO but late innings for CSCO legacy networking,CSCO,bearish
china risk is real for AAPL iphone sales but MSFT has almost zero china exposure which is underappreciated,AAPL,bearish
china risk is real for AAPL iphone sales but MSFT has almost zero china exposure which is underappreciated,MSFT,bullish
dollar strength kills AMZN international segment but MSFT cloud is mostly US enterprise,AMZN,bearish
dollar strength kills AMZN international segment but MSFT cloud is mostly US enterprise,MSFT,neutral
tariff fears hurt AAPL more than any other mega cap while MSFT is basically immune,AAPL,bearish
tariff fears hurt AAPL more than any other mega cap while MSFT is basically immune,MSFT,bullish
COIN benefits from rate cuts through crypto rally while BAC net interest income gets hit,COIN,bullish
COIN benefits from rate cuts through crypto rally while BAC net interest income gets hit,BAC,bearish
"risk on environment: NVDA TSLA META rip, defensive names KO JNJ WMT lag behind",NVDA,bullish
"risk on environment: NVDA TSLA META rip, defensive names KO JNJ WMT lag behind",TSLA,bullish
"risk on environment: NVDA TSLA META rip, defensive names KO JNJ WMT lag behind",META,bullish
"risk on environment: NVDA TSLA META rip, defensive names KO JNJ WMT lag behind",KO,bearish
"risk on environment: NVDA TSLA META rip, defensive names KO JNJ WMT lag behind",JNJ,bearish
"AI capex beneficiaries: NVDA obviously but also AVGO and AMAT for infra, losers are legacy IT like IBM CSCO",NVDA,bullish
"AI capex beneficiaries: NVDA obviously but also AVGO and AMAT for infra, losers are legacy IT like IBM CSCO",AVGO,bullish
"AI capex beneficiaries: NVDA obviously but also AVGO and AMAT for infra, losers are legacy IT like IBM CSCO",AMAT,bullish
"AI capex beneficiaries: NVDA obviously but also AVGO and AMAT for infra, losers are legacy IT like IBM CSCO",IBM,bearish
"AI capex beneficiaries: NVDA obviously but also AVGO and AMAT for infra, losers are legacy IT like IBM CSCO",CSCO,bearish
the great divergence: NVDA MSFT META keep going up while AAPL GOOG TSLA are stuck in a range,NVDA,bullish
the great divergence: NVDA MSFT META keep going up while AAPL GOOG TSLA are stuck in a range,MSFT,bullish
the great divergence: NVDA MSFT META keep going up while AAPL GOOG TSLA are stuck in a range,META,bullish
the great divergence: NVDA MSFT META keep going up while AAPL GOOG TSLA are stuck in a range,AAPL,neutral
the great divergence: NVDA MSFT META keep going up while AAPL GOOG TSLA are stuck in a range,GOOG,neutral
the great divergence: NVDA MSFT META keep going up while AAPL GOOG TSLA are stuck in a range,TSLA,neutral
NFLX subscriber growth is incredible while META user growth is plateauing in developed markets,NFLX,bullish
NFLX subscriber growth is incredible while META user growth is plateauing in developed markets,META,bearish
AMD laptop chips are finally competitive with AAPL silicon but still behind on efficiency,AMD,bullish
AMD laptop chips are finally competitive with AAPL silicon but still behind on efficiency,AAPL,neutral
PLTR stock based comp is diluting shareholders while NVDA actually does buybacks,PLTR,bearish
PLTR stock based comp is diluting shareholders while NVDA actually does buybacks,NVDA,bullish
"GE vernova is the clean energy play nobody talks about, better than NEE imo",GE,bullish
"GE vernova is the clean energy play nobody talks about, better than NEE imo",NEE,neutral
INTU and ADBE both have subscription lock-in but INTU pricing power is way stronger,INTU,bullish
INTU and ADBE both have subscription lock-in but INTU pricing power is way stronger,ADBE,neutral
"BKNG travel monopoly in europe is AAPL level moat, AMZN tried and failed at travel",BKNG,bullish
"BKNG travel monopoly in europe is AAPL level moat, AMZN tried and failed at travel",AMZN,bearish
BLK bitcoin ETF is genius while COIN suffers because spot trading volumes move to ETFs,BLK,bullish
BLK bitcoin ETF is genius while COIN suffers because spot trading volumes move to ETFs,COIN,bearish
ACN consulting is the AI implementation play while IBM is pretending watson still matters,ACN,bullish
ACN consulting is the AI implementation play while IBM is pretending watson still matters,IBM,bearish
CMG burrito bowl is literally unbeatable but MCD big mac is losing to every fast casual chain,CMG,bullish
CMG burrito bowl is literally unbeatable but MCD big mac is losing to every fast casual chain,MCD,bearish
HON quantum computing claims are premature while IBM at least has actual quantum hardware,HON,bearish
HON quantum computing claims are premature while IBM at least has actual quantum hardware,IBM,bullish
SNPS and KLAC are the hidden gem semi equipment names while everyone fights over NVDA vs AMD,SNPS,bullish
SNPS and KLAC are the hidden gem semi equipment names while everyone fights over NVDA vs AMD,KLAC,bullish
SNPS and KLAC are the hidden gem semi equipment names while everyone fights over NVDA vs AMD,NVDA,neutral
SNPS and KLAC are the hidden gem semi equipment names while everyone fights over NVDA vs AMD,AMD,neutral
WFC is cleaning up nicely under new management while BAC seems to be going backwards,WFC,bullish
WFC is cleaning up nicely under new management while BAC seems to be going backwards,BAC,bearish
QCOM auto design wins are impressive while INTC mobileye is losing market share embarrassingly,QCOM,bullish
QCOM auto design wins are impressive while INTC mobileye is losing market share embarrassingly,INTC,bearish
META threads is actually growing fast while GOOG social efforts have all been spectacular failures,META,bullish
META threads is actually growing fast while GOOG social efforts have all been spectacular failures,GOOG,bearish
AMGN obesity drug pipeline could compete with LLY eventually but its years behind,AMGN,neutral
AMGN obesity drug pipeline could compete with LLY eventually but its years behind,LLY,bullish
TSLA energy storage is underrated but GE grid solutions is already profitable in that space,TSLA,neutral
TSLA energy storage is underrated but GE grid solutions is already profitable in that space,GE,bullish
KO zero sugar products are growing nicely while PEP healthy snack pivot isnt working,KO,bullish
KO zero sugar products are growing nicely while PEP healthy snack pivot isnt working,PEP,bearish
AAPL vision pro is dead on arrival while META quest 3 is actually selling well at the right price,AAPL,bearish
AAPL vision pro is dead on arrival while META quest 3 is actually selling well at the right price,META,bullish
XOM permian production records while CVX guyana output keeps getting delayed,XOM,bullish
XOM permian production records while CVX guyana output keeps getting delayed,CVX,bearish
DE precision ag technology is the future while CAT is still mostly dumb iron,DE,bullish
DE precision ag technology is the future while CAT is still mostly dumb iron,CAT,bearish
"MSFT github copilot is eating ADBE developer tools market, nobody talks about this",MSFT,bullish
"MSFT github copilot is eating ADBE developer tools market, nobody talks about this",ADBE,bearish
NVDA grace hopper is a game changer while AMD instinct roadmap keeps getting delayed,NVDA,bullish
NVDA grace hopper is a game changer while AMD instinct roadmap keeps getting delayed,AMD,bearish
JPM commercial banking is rock solid while WFC keeps getting fined for compliance failures,JPM,bullish
JPM commercial banking is rock solid while WFC keeps getting fined for compliance failures,WFC,bearish
TSLA insurance revenue is actually growing fast but COIN revenue is growing even faster,TSLA,neutral
TSLA insurance revenue is actually growing fast but COIN revenue is growing even faster,COIN,bullish
RTX pratt and whitney engine orders are through the roof while GE is capacity constrained,RTX,bullish
RTX pratt and whitney engine orders are through the roof while GE is capacity constrained,GE,neutral
PLTR AIP bootcamp conversions are impressive but CRM agentforce is winning more enterprise deals,PLTR,neutral
PLTR AIP bootcamp conversions are impressive but CRM agentforce is winning more enterprise deals,CRM,bullish
GOOG deepmind research is world class but MSFT openai partnership is monetizing faster,GOOG,neutral
GOOG deepmind research is world class but MSFT openai partnership is monetizing faster,MSFT,bullish
BMY pipeline is actually improving but ABBV diversification beyond humira is more convincing,BMY,neutral
BMY pipeline is actually improving but ABBV diversification beyond humira is more convincing,ABBV,bullish
AMD zen 5 desktop launch was great but INTC arrow lake is a dumpster fire,AMD,bullish
AMD zen 5 desktop launch was great but INTC arrow lake is a dumpster fire,INTC,bearish
BRK cash position signals caution but COIN crypto exposure means they benefit if BRK is wrong about the market,BRK,neutral
BRK cash position signals caution but COIN crypto exposure means they benefit if BRK is wrong about the market,COIN,bullish
"AI infrastructure stack: NVDA hardware MSFT platform PLTR applications, all three are buys",NVDA,bullish
"AI infrastructure stack: NVDA hardware MSFT platform PLTR applications, all three are buys",MSFT,bullish
"AI infrastructure stack: NVDA hardware MSFT platform PLTR applications, all three are buys",PLTR,bullish
"my sell list: INTC CSCO IBM, all legacy companies with no real AI story, buy NVDA AMD AVGO instead",INTC,bearish
"my sell list: INTC CSCO IBM, all legacy companies with no real AI story, buy NVDA AMD AVGO instead",CSCO,bearish
"my sell list: INTC CSCO IBM, all legacy companies with no real AI story, buy NVDA AMD AVGO instead",IBM,bearish
"streaming landscape: NFLX winning META entering AMZN coasting, interesting dynamics ahead",NFLX,bullish
"streaming landscape: NFLX winning META entering AMZN coasting, interesting dynamics ahead",META,neutral
"streaming landscape: NFLX winning META entering AMZN coasting, interesting dynamics ahead",AMZN,bearish
the EVs are in trouble: TSLA margins compressing while XOM CVX generate massive free cash flow,TSLA,bearish
the EVs are in trouble: TSLA margins compressing while XOM CVX generate massive free cash flow,XOM,bullish
the EVs are in trouble: TSLA margins compressing while XOM CVX generate massive free cash flow,CVX,bullish
"NVDA AVGO AMAT are my semiconductor holy trinity, everything else is noise",NVDA,bullish
"NVDA AVGO AMAT are my semiconductor holy trinity, everything else is noise",AVGO,bullish
"NVDA AVGO AMAT are my semiconductor holy trinity, everything else is noise",AMAT,bullish
fintech winners: COIN SCHW are innovating while BAC GS are stuck in the stone age,COIN,bullish
fintech winners: COIN SCHW are innovating while BAC GS are stuck in the stone age,SCHW,bullish
fintech winners: COIN SCHW are innovating while BAC GS are stuck in the stone age,BAC,bearish
fintech winners: COIN SCHW are innovating while BAC GS are stuck in the stone age,GS,bearish
"enterprise software AI play: CRM and PLTR are the real deal, IBM and ORCL are pretending",CRM,bullish
"enterprise software AI play: CRM and PLTR are the real deal, IBM and ORCL are pretending",PLTR,bullish
